title,imdb_id
The Private Life Of Henry Viii,tt0024473
To The Ends Of The Earth,tt0435995
Aheds Knee,tt12494638
Victim,tt0055597
The Beaches Of Agnes,tt1129435
Frownland,tt0970935
Godzilla Vs Monster Zero,MISSING
The Thief Of Bagdad,tt0033152
Dont Look Back,tt0061589
49Th Parallel,tt0033627
War And Peace Part I Andrei Bolkonsky,tt0059884
Kuroneko,MISSING
Heart Of A Dog,tt0096126
The Guitar Mongoloid,MISSING
Le Bonheur,tt0058985
Nostalghia,tt0086022
The End Of Summer,tt0055052
Atlantas Olympic Glory,tt0117237
Odd Man Out,tt0039677
Infernal Affairs Iii,tt0374339
Clouds Of Sils Maria,tt2452254
Dont Bother To Knock,MISSING
Detour,tt0037638
Chimes At Midnight,tt0059012
The Connection,tt0067116
Songs From The Second Floor,tt0120263
Mad Dog Morgan,tt0074836
Law Of The Border,tt0261739
Knife In The Water,tt0056291
An Autumn Afternoon,tt0056444
The Face Of Another,tt0061065
Belle De Jour,tt0061395
The Double Life Of Veronique,tt0101765
Rome Open City,tt0038890
Winchester 73,tt0043137
Hogs And Warships,MISSING
The X From Outer Space,tt0062411
The Celebration,tt0154420
Breaking The Waves,tt0115751
The Bitter Tears Of Petra Von Kant,tt0068278
Metropolitan,tt0100142
Chafed Elbows,tt0138355
The Marriage Of Maria Braun,tt0079095
Magnificent Warriors,MISSING
The Anniversary Party,tt0254099
Steamboat Bill Jr,MISSING
Hearts And Minds,tt0071604
Stray Dog,tt0041699
Leclisse,MISSING
Matango,tt0057295
Sansho The Bailiff,tt0047445
Lola,tt0082671
I Am Curious Yellow,tt0061834
Throw Down,tt0415380
The Strange One,tt0051019
The Horses Mouth,tt0051739
When Pigs Fly,tt0108554
The Phantom Carriage,MISSING
A Man Escaped,tt0049902
Cries And Whispers,MISSING
Buena Vista Social Club,tt0186508
Ghost Stories,tt5516328
The Lodger A Story Of The London Fog,MISSING
Andrei Rublev,tt0060107
Fat Girl,tt0243255
Red Desert,tt0058003
Vagabond,tt0089960
Old Joy,tt0468526
Beyond The Hills,tt2258281
A Man There Was,MISSING
Tears On The Lions Mane,MISSING
The Petrified Forest,tt0070528
Milford Graves Full Mantis,tt8014482
Godzillas Revenge,tt12861912
Tie Me Up Tie Me Down,tt0101026
Woman In The Dunes,tt0058625
Hiroshima Mon Amour,tt0052893
The Wages Of Fear,tt0046268
Early Summer,tt0043313
The Reagan Show,tt6710658
Colossal Youth,tt0460480
Murmur Of The Heart,tt0067778
Capricious Summer,tt0063527
Rocco And His Brothers,tt0054248
Mr Arkadin The Corinth Version,MISSING
I Married A Witch,tt0034881
Hopscotch,tt0080889
Hair Wolf,MISSING
The Soft Skin,tt0058458
And God Created Woman,tt0049189
My Name Is Ivan,MISSING
The Passion Of Joan Of Arc,tt15751782
The Hit,tt0087414
Kapo,tt0052961
Sandakan No 8,MISSING
Lone Wolf And Cub Sword Of Vengeance,tt0068815
Black River,tt0134771
When We Lived In Miami,MISSING
Valerie And Her Week Of Wonders,tt0066516
The Fire Within,tt0057058
Seduced And Abandoned,tt0058564
Mr Klein,tt0074916
Mr Freedom,tt0064674
Bluebeard,MISSING
Wren Boys,MISSING
Late Spring,tt0041154
The Young Girls Of Rochefort,tt0062873
Dodeska Den,MISSING
Au Hasard Balthazar,tt0060138
A Special Day,tt0076085
Sans Soleil,tt0084628
Ordet,tt0048452
The Perfect Candidate,tt6971114
The Testament Of Dr Mabuse,tt0023563
Pygmalion,tt0030637
Angela,tt0112364
Witchhammer,tt0064546
I Was A Teenage Zombie,tt0093238
Heart Of Midnight,tt0095286
Splendor In The Grass,tt0055471
Purple Noon,tt0054189
Monterey Pop,tt0064689
Goodbye Children,tt0092593
Gilda,tt0038559
A Touch Of Zen,tt0064451
Hamlet,tt0040416
Wanda,tt0067961
Le Havre,tt1508675
The Firemens Ball,tt0061781
Burden Of Dreams,tt0083702
Resurrection,tt0081414
Closely Watched Trains,tt0060802
I Vitelloni,tt0046521
Shock Corridor,tt0057495
Young And Innocent,tt0029811
Through A Glass Darkly,tt0055499
Code Unknown,tt0216625
Boudu Saved From Drowning,tt0022718
Atragon,tt0057215
Toby Dammit,tt11669728
Strategic Air Command,tt0048667
Of Mice And Men,tt0031742
Dogora,tt0058698
Goke Body Snatcher From Hell,tt0063206
Bulldog Drummond Escapes,tt0028668
The Blacksmith,tt1836945
Beware Of A Holy Whore,tt0067962
Wings,MISSING
Bless Their Little Hearts,tt0086977
Z,tt0065234
Shoot The Piano Player,tt0054389
Winter Light,tt0057358
The Spirit Of The Beehive,tt0070040
The Ballad Of Narayama,tt0084390
La Promesse,tt9061124
Smiles Of A Summer Night,tt0048641
F For Fake,tt0072962
The Naked City,tt0040636
Orpheus,tt0041719
Vampyr,tt0072354
Rouge,tt0093258
The Ruling Class,tt0069198
The Rite,tt0064897
The Bakery Girl Of Monceau,MISSING
The Scarlet Pimpernel,tt0084637
The Card,MISSING
Ingrid Bergman In Her Own Words,tt4621016
Sword Of The Beast,tt0200768
Coup De Grace,tt0074515
Daguerreotypes,tt0071384
Ironfinger,tt0058858
Rupture,tt4578118
Lady Snowblood Blizzard From The Netherworld,MISSING
The Burmese Harp,tt0049012
Jungle Book,tt3040964
Juliet Of The Spirits,tt0059229
Fear Eats The Soul,tt0071141
The Pier,tt1858799
Permanent Vacation,tt0084488
World On A Wire,tt0070904
Caravaggio,tt0090798
Insomnia,tt0119375
The Long Day Closes,tt0104753
Death By Hanging,tt0386403
Beauty And The Dogs,tt6776572
The Devil And Daniel Webster,MISSING
Dreams,tt0048272
Speedy,MISSING
Boy,tt0063876
Rembrandt,tt0028167
Festival,tt0061658
The Star Of Bethlehem,MISSING
You Are Not I,tt0193647
The Night Porter,tt0071910
Secrets And Lies,tt26775673
Love In The Afternoon,tt0068205
Brute Force,tt0039224
The American Friend,tt0075675
Still Walking,tt1087578
Breaker Morant,tt0080310
The Cranes Are Flying,tt0050634
Alice In The Cities,tt0069687
2 Or 3 Things I Know About Her,tt0060304
Stolen Kisses,tt0062695
Blithe Spirit,tt10334148
Monkey Business,tt0044916
Miracle In Milan,tt0043809
Two English Girls,tt0066989
Under The Volcano,tt0088322
Shadows,tt6864046
Edward Ii,tt0101798
Dr Jack,MISSING
No Home Movie,tt4881016
The Machine That Kills Bad People,tt1930520
The Vampire,tt0038214
Privates On Parade,tt0084538
Godzilla King Of The Monsters,tt3741700
God Respects Us When We Work But Loves Us When We Dance,tt0063016
The Man From Laramie,tt0048342
Man Bites Dog It Happened In Your Neighborhood,MISSING
Samurai Rebellion,tt0061847
My Life As A Dog,tt0089606
The Sword Of Doom,tt0060277
The Hole,MISSING
The Last Metro,tt0080610
Teorema,tt0063678
Latalante,MISSING
Epidemic,tt0092972
Simon Of The Desert,MISSING
Mrs Parker And The Vicious Circle,tt0110588
A Private Function,tt0089838
They Call Me Bruce,tt0084786
Jigoku,tt0154683
Heat Haze Theatre,MISSING
Within Our Gates,MISSING
Knight Without Armour,tt0029087
Fountainhead,tt0041386
Beautiful Days,tt8943042
Sea Devil,tt0046286
Night Journey,tt0422824
The Color Of Pomegranates,tt0063555
River Of No Return,tt0047422
Sanjuro,tt0056443
The Phantom Of Liberty,tt0071487
Ugetsu,tt0046478
Ballad Of A Soldier,tt0052600
My Night At Mauds,tt0064612
Alexander Nevsky,tt0029850
A Nous La Liberte,tt0022599
The Grandmother,tt11807888
La Ronde,tt0042906
Attenberg,tt1691323
Boy Meets Girl,tt0086994
Eating Raoul,tt0083869
May Fools,tt0097884
Symbiopsychotaxiplasm Take One,tt0296881
Documenteur,tt0082275
The Elephant God,tt0077775
An Exercise In Discipline Peel,MISSING
The Plumber,tt0079727
Nine Days Of One Year,tt0054803
Antonio Gaudi,tt0086907
Pearls Of The Deep,tt0059581
The Shadow Within,tt1261065
Farewell To Dreams,tt0049976
Always For Pleasure,tt0077154
The Tin Drum,tt0078875
The Fearless Hyena,tt0079315
The Naked Spur,tt0044953
Autumn Sonata,tt0077711
Aparajito,tt0048956
The Tale Of Zatoichi,tt0056714
Where Is The Friends Home,tt19580884
Air Doll,tt1371630
Dheepan,tt4082068
George Washington,tt0262432
The Life Of Oharu,tt0045112
David Lynch The Art Life,tt1691152
Gertrud,tt0058138
Children Of Paradise,tt0037674
The Shop On Main Street,tt0059527
The Match Factory Girl,tt0098532
State Of Siege,tt0070959
Multiple Maniacs,tt0067454
My Brilliant Career,tt0079596
The House Is Black,tt0336693
Le Million,tt0022150
Summer Interlude,tt0044060
Georgia,tt0113158
Chop Shop,tt0990404
The Four Times,MISSING
The Divorce Of Lady X,tt0030063
The Man In Grey,tt0036135
Manila In The Claws Of Light,tt0073363
Love Is Colder Than Death,tt0064588
Portrait Of Jason,tt0062144
The Perfect Game,tt1935157
Elena And Her Men,tt0049177
Beauty And The Beast,tt0038348
A Summers Tale,tt0115940
Destroy All Monsters,tt0063172
Mon Oncle,tt0050706
Saturday Night And Sunday Morning,tt0054269
Daisies,tt0060959
The Adventures Of Prince Achmed,MISSING
The Ascent,tt0075404
Mamma Roma,tt0056215
Trafic,tt0069400
The Tree Of Wooden Clogs,tt0077138
Porcile,tt0064828
Kings Of The Road,tt0073152
A Canterbury Tale,tt0036695
Heat Wave,tt0099751
More,tt0064694
The First Of The Few,tt0034734
Lions Love,MISSING
I Am Curious Blue,tt0063149
Something Wild,tt0055464
The Trout,tt6551350
Diary Of A Pregnant Woman,MISSING
Crisis,tt0038675
Black Lizard,tt0063203
Criminal Passion,tt0109503
Utamaro And His Five Women,tt0039074
Passionless Moments,MISSING
My Brothers Wedding,tt0087763
Old Man,tt13456976
Godzilla Raids Again,tt0048127
Night On Earth,tt0102536
Faces,tt0062952
Empire Of Passion,tt0077132
Yog Monster From Space,MISSING
Pixote,tt0082912
Adams Rib,tt0041090
Bus Stop,tt0049038
When A Woman Ascends The Stairs,tt0054144
The Idiot,tt0043614
Canal,tt0280819
Pathfinder,tt0093668
Leon Morin Priest,tt0055082
The South,tt0094076
Muriel,tt0057336
I Know Where Im Going,MISSING
Phantom Boy,tt1856057
Identification Of A Woman,tt0084116
A Room In Town,tt0084843
Shoot First Die Later,tt0072010
Love Affair Or The Case Of The Missing Switchboard Operator,tt0061912
There Was A Father,tt0034591
Feet First,tt0020876
Kidnap Syndicate,tt0072786
War Requiem,tt0096416
The Voice Thief,MISSING
My Home Is Copacabana,MISSING
Ears Nose And Throat,MISSING
The Element Of Crime,tt0087280
As Tears Go By,tt0096461
Limelight,tt0044837
Monsieur Hulots Holiday,tt0046487
The Other Side Of Hope,tt5222918
Lone Wolf And Cub Baby Cart At The River Styx,tt0068816
Stromboli,tt12726428
The Tragedy Of Othello The Moor Of Venice,tt0082862
The Gospel According To St Matthew,tt0058715
Paisan,tt0038823
Naked Childhood,MISSING
I Live In Fear,tt0048198
The Passion Of Anna,tt0064793
Rendez Vous,tt3755362
Bay Of Angels,tt0056846
The Emperors Naked Army Marches On,tt0092963
Paris Belongs To Us,tt0054156
Insiang,tt0077740
Gate Of Flesh,tt0058409
Jane B For Agnes V,tt0093295
From The Life Of The Marionettes,tt0080397
Border Radio,tt0090766
Odd Obsession,tt0052957
After The Rehearsal,tt0087193
The Coward,tt0059348
The Emperor Jones,tt0023985
Cruel Gun Story,tt1446089
Dont Play Us Cheap,MISSING
On The Bowery,tt0050800
The Maestro King Of The Cowboy Artists,tt0113734
Superior,tt12373414
The Blues Accordin To Lightnin Hopkins,tt0064099
Courage For Every Day,tt0058259
The Games Of The V Olympiad Stockholm,MISSING
Mutts,tt22777288
Lone Wolf And Cub Baby Cart To Hades,tt0068817
Infernal Affairs Ii,tt0369060
Dersu Uzala,tt0071411
Apur Sansar,tt0052572
Big Deal On Madonna Street,tt0052216
Che Part Two,tt0374569
The Hitch Hiker,tt0045877
Richard Iii,tt0114279
The Lovers,tt0052556
The Green Ray,tt0091830
Zentropa,MISSING
Mon Oncle Damerique,MISSING
Foreign Correspondent,tt0032484
Pepe Le Moko,tt0029453
Lola Montes,tt0048308
One Wonderful Sunday,tt0039871
The Lonely Wife,MISSING
La Chienne,tt0021739
Umberto D,tt0045274
Henry V,tt0097499
The Earrings Of Madame De,tt0046022
Le Deuxieme Souffle,MISSING
Sebastiane,tt0075177
Life During Wartime,tt0808526
The League Of Gentlemen,tt0052997
A Tale Of Winter,tt0104008
Golden Marie,tt2215305
Eva,tt0059160
White Mane,tt0044518
The Entertainer,tt0053796
A Colt Is My Passport,tt0330536
The Merchant Of Four Seasons,tt0067227
Smithereens,tt0084698
Tunes Of Glory,tt0054412
Man Of Aran,tt0025456
Castle Of Sand,tt0202604
The Golden Coach,tt0044487
James Baldwin The Price Of The Ticket,MISSING
The Last Of England,tt0093393
The Taking Of Power By Louis Xiv,tt0060860
Taris,tt0022462
Passing Fancy,tt0023937
In Heaven There Is No Beer,tt0087465
Dry Lake,tt0053989
Gregory Go Boom,MISSING
The Portrait,tt6099554
Tess,tt0080009
Onibaba,tt0058430
Accattone,tt0054599
The Housemaid,tt0150980
Ivan The Terrible Part Ii The Boyars Plot,tt0051790
Tokyo Drifter,tt0061101
Viridiana,tt0055601
Bed And Board,tt0374096
La Collectionneuse,tt0061495
White Nights,tt0090319
Alone,tt8208614
Divorce Italian Style,tt0055913
First Desires,tt0086136
Oliver Twist,tt0040662
Ivan The Terrible Part I,tt0037824
Ride In The Whirlwind,tt0059653
Doodlebug,MISSING
Tout Va Bien,tt0069398
An Actors Revenge,tt0057710
Meshes Of The Afternoon,MISSING
No Regrets For Our Youth,tt0039090
Downhill,tt4558376
The Grim Reaper,tt0055858
The Italian Connection,tt0068902
Don Juan Or If Don Juan Were A Woman,tt0069990
Madeleine,tt0042700
Tokyo Ga,tt0090182
I Shot Jesse James,tt0041497
Jubilee,tt0076240
In Vandas Room,tt0139500
Pitfall,tt0203612
Effi Briest,tt0071458
Young Torless,tt0060574
A Taxing Woman,tt0093502
You Owe Me One,MISSING
The Ceremony,tt0066639
Heres Your Life,tt0060529
Parade,tt22889152
Torment,tt0036914
Canoa A Shameful Memory,tt0131335
The Man With A Shotgun,tt0055404
The Exiles,tt16227006
Everyone Off To Jail,MISSING
The Seahorse,MISSING
Piccadilly,tt0371878
The Daughter Of The Dawn,MISSING
Junkopia,tt0082591
A Well Spent Life,tt0067968
Tormento,tt0072302
Human Voice,tt0061794
A Modern Coed,tt0209453
Sworn To The Drum A Tribute To Francisco Aguabella,tt0114595
Vingt Quatre Heures De La Vie Dun Clown,MISSING
Two Tons Of Turquoise To Taos Tonight,tt0427550
Appalachian Spring,tt0478971
Third Shadow,MISSING
A Night To Remember,tt0051994
Godzilla Vs The Sea Monster,MISSING
Election Vol 1,MISSING
Senso,tt0047469
Donkey Skin,tt0066207
The Man Who Knew Too Much,tt0025452
The Bad Sleep Well,tt0054460
Querelle,tt0084565
Taipei Story,tt0089866
The Four Feathers,tt0031334
Samurai I Musashi Miyamoto,tt0047444
Blind Chance,tt0084549
The Rink,tt0120785
Sawdust And Tinsel,tt0045848
Bitter Rice,tt0040737
Il Sorpasso,tt0056512
The Honeymoon Killers,tt0064437
No End,tt0086961
Fires On The Plain,tt0053121
Shame,tt0063611
Sing A Song Of Sex,tt0062042
Touki Bouki,tt0070820
Mahler,tt0071797
History Is Made At Night,tt0029002
General Idi Amin Dada,MISSING
Overlord,tt4530422
Flowing,tt11999966
Sapphire,tt0053242
Satans Brew,tt0075165
Corridors Of Blood,tt0051542
Princess Yang Kwei Fei,tt0048820
Rita Sue And Bob Too,tt0091859
The Woman In Question,tt0043140
My Uncle Antoine,MISSING
What Did The Lady Forget,tt0029557
Bulldog Drummonds Bride,tt0031124
Man Push Cart,tt0464105
Asparagus,MISSING
The Masseurs And A Woman,tt0426900
The Rocking Horse Winner,tt0042898
The Neighbors Wife And Mine,tt0022105
A Day With The Boys,tt5670648
I Will Buy You,tt0134286
Koko A Talking Gorilla,tt0076097
Five Miles Out,MISSING
Murder On Diamond Row,tt0029603
Pa,MISSING
Hapax Legomena Iii Critical Mass,MISSING
Sincere Heart,tt0134805
The 47 Ronin Part 1,MISSING
A King In New York,tt0050598
Charlie Chaplin The Circus,MISSING
Lone Wolf And Cub Baby Cart In Peril,tt0143348
Branded To Kill,tt0061882
Le Plaisir,tt0045034
Shogun Assassin,tt0081506
Ashes And Diamonds,tt0052080
Monsieur Verdoux,tt0039631
War And Peace Part Iv Pierre Bezukhov,tt0062456
Day Of Wrath,tt0036506
The Amorists,MISSING
In Another Country,tt1989712
Yearning,tt0058349
The Boss,tt0069818
Gate Of Hell,tt0045935
The Magician,tt0461989
W R Mysteries Of The Organism,MISSING
Insignificance,tt0089343
Le Beau Serge,tt0051404
Fists In The Pocket,tt0059619
Youth Of The Beast,tt0057697
Mahanagar,MISSING
Les Visiteurs Du Soir,tt0035521
A Generation,tt0048500
Keane,tt0420291
Assassin S,MISSING
Cousin Cousine,tt0072826
Kings Of Pastry,tt1558972
The Upsetter The Life And Music Of Lee Scratch Perry,tt0853157
Japanese Summer Double Suicide,tt0062009
Samurai Spy,tt0059303
Master Of The House,tt1407988
Vendetta Of A Samurai,tt0043707
Loving Couples,tt0081080
Baal,tt0288436
Le Coup Du Berger,MISSING
Checking Out,tt0097052
An Innocent Witch,tt0059554
Would You Look At Her,MISSING
Godzilla Vs Hedorah,tt0067148
Milan Calibre 9,MISSING
Mouchette,tt0061996
Lacombe Lucien,tt0071733
