title,imdb_id
Trolls World Tour,tt6587640
She Ball,tt7768784
The Menu,tt9764362
All About the Benjamins,tt0278295
Bad Santa,tt0307987
Deadpool,tt1431045
The Devil Wears Prada,tt0458352
The World's End,tt1213663
Gangster Squad,tt1321870
Ride Along,tt1408253
The A-Team,tt0429493
This Is 40,tt1758830
Scary Movie 4,tt0362120
The Locksmith,tt15829724
Norbit,tt0477051
The Watch,tt1298649
Bridesmaids,tt1478338
Edge of Tomorrow,tt1631867
Safe House,tt1599348
What Breaks the Ice,tt7830014
The Valet,tt4081630
Identity Thief,tt2024432
Hostile Territory,tt8859236
Men in Black: International,tt2283336
Halloween Kills,tt10665338
Tammy,tt2103254
Agent Game,tt14168394
Moonfall,tt5834426
The Matrix Resurrections,tt10838180
Old,tt10954652
Last Vegas,tt1204975
Plan B,tt15475278
Anchorman 2: The Legend Continues,tt1229340
Street Kings,tt0421073
Hunter Killer,tt1846589
Immanence,tt11626108
The Bob's Burgers Movie,tt7466442
Beetlejuice,tt0094721
One Way,tt13075730
Paradise City,tt14656632
Joy Ride,tt15268244
Last Holiday,tt0408985
The Craft: Legacy,tt4685762
Nightmare Alley,tt7740496
The Last Manhunt,tt11399896
Predators,tt0093773
Buddy Games,tt7070818
Songbird,tt12592252
Life,tt5442430
The Survivalist,tt2580382
The Equalizer 2,tt3766354
The Humans,tt10023286
The Mummy Returns,tt0209163
Fresh,tt13403046
About Last Night,tt0090583
Don't Tell Mom the Babysitter's Dead,tt0101757
The Enforcer,tt14857730
The Boss Baby: Family Business,tt6932874
Code Name Banshee,tt15438542
Dune,tt1160419
Not Okay,tt14814040
X,tt13560574
You Got Served,tt0365957
Spider-Man: Homecoming,tt2250912
Boyz n the Hood,tt0101507
The Change-Up,tt1488555
Rise of the Planet of the Apes,tt1318514
Funny People,tt1201167
The Meg,tt4779682
Birds of Prey,tt7713068
The Scorpion King: Book of Souls,tt7338690
No Exit,tt7550014
The Croods: A New Age,tt2850386
DC League of Super-Pets,tt8912936
Monstrous,tt4624366
Blades of Glory,tt0445934
Homefront,tt2312718
Thirteen,tt0328538
Rampage,tt2231461
Wonder Woman 1984,tt7126948
The Kitchen,tt5822564
Tenet,tt6723592
Forrest Gump,tt0109830
The Last Duel,tt4244994
Incarnation,tt3216348
Clean,tt10023022
The United States vs. Billie Holiday,tt8521718
Immortals,tt1253864
Focus,tt2381941
The Hangover Part III,tt1951261
We Broke Up,tt11867884
Abraham Lincoln: Vampire Hunter,tt1611224
Run,tt8633478
Slayers,tt9365800
Every Breath You Take,tt2231874
Disturbing the Peace,tt5717194
Sex Appeal,tt11203022
Despicable Me 2,tt1690953
Grandma's Boy,tt0456554
Super Troopers,tt0247745
Last Survivors,tt13889602
The Estate,tt16302202
The Marksman,tt6902332
Vendetta,tt14849038
Crush,tt15096128
Infinite Storm,tt14060232
Bulletproof,tt0245803
Let Him Go,tt9340860
ATL,tt0466856
The Stranger in Our Bed,tt13661368
The Conjuring: The Devil Made Me Do It,tt7069210
United 93,tt0475276
The Mask,tt0110475
